Catalog Nbr,Section,Acad Group,Class Nbr,Subject,Course Title,Component,Days,Time,Location,Instructor,Units,Class Duration
 849,1,Law,35288,Law,Pro Bono and BigLaw,Seminar,Monday,640-940PM,1025 JEFFRIES,not available,1.00,Partial Term
 849,1,Law,35288,Law,Pro Bono and BigLaw,Seminar,Monday,640-940PM,1025 JEFFRIES,not available,1.00,Partial Term
 850,1,Law,35052,Law,Defamation,Seminar,Tuesday,430-630PM,1060 JEFFRIES,Professor Herzog,2.00,Partial Term
 858,1,Law,35285,Law,Legal Risk Management,Seminar,Monday,640-840PM,1060 JEFFRIES,Professor Sebastian,2.00,Partial Term
 861,1,Law,35089,Law,Law and Economics Workshop,Seminar,Thursday,430-630PM,0220 JEFFRIES,"Professor Prescott, Professor Fox",2.00,Partial Term
 873,1,Law,35286,Law,Legislation,Seminar,Wednesday,430-630PM,424 HUTCH,Professor Novak,2.00,Partial Term
 882,1,Law,35088,Law,History of the Corporation,Seminar,Tuesday,430-630PM,1050 JEFFRIES,Professor Rauterberg,2.00,Partial Term
 892,1,Law,35208,Law,Contract Theory,Seminar,Thursday,430-630PM,242 HUTCH,Professor Paul,2.00,Partial Term
 893,1,Law,35287,Law,Presidential Powers,Seminar,Friday,1020-1220PM,1060 JEFFRIES,Professor Readler,2.00,Partial Term
 897,1,Law,35044,Law,Artificial Intell and the Law,Seminar,Wednesday,430-630PM,1060 JEFFRIES,Professor Price,2.00,Partial Term
 900,1,Law,10010,Law,Research,Individual Instruction,not available,unknown,to be determined,not available,1.00-12.00,Partial Term
 900,393,Law,37664,Law,Research,Individual Instruction,not available,unknown,to be determined,Professor Barry,1.00-12.00,Partial Term
 940,1,Law,26969,Law,Full-Time Externship,Lab,not available,unknown,to be determined,Professor Sankaran,11.00,Partial Term
 941,801,Law,35219,Law,Full-Time Externship Seminar,Seminar,not available,unknown,to be determined,Professor Sankaran,1.00,Partial Term
 942,1,Law,10009,Law,Law Practicum Research,Individual Instruction,not available,unknown,to be determined,not available,1.00,Partial Term
 944,1,Law,24482,Law,Advanced Externship,Lab,not available,unknown,to be determined,Professor Sankaran,2.00-5.00,Partial Term
 945,1,Law,10007,Law,Semester Study Abroad,Lab,not available,unknown,to be determined,not available,9.00,Partial Term
 946,1,Law,10008,Law,Semester Study Abroad Paper,Individual Instruction,not available,unknown,to be determined,not available,3.00,Partial Term
 949,1,Law,21895,Law,Externship Paper,Individual Instruction,not available,unknown,to be determined,not available,1.00,Partial Term
 980,1,Law,10006,Law,Advanced Clinical Law,Individual Instruction,not available,unknown,to be determined,not available,1.00-6.00,Partial Term
 980,308,Law,38362,Law,Advanced Clinical Law,Individual Instruction,not available,unknown,to be determined,Professor Carr,1.00-6.00,Partial Term
 986,801,Law,32040,Law,INHR Virtual Internship Sem,Seminar,Wednesday,215-345PM,REMOTE,Professor Richardson,1.00,Partial Term
 990,1,Law,35220,Law,Part-Time Externship,Lab,not available,unknown,to be determined,Professor Sankaran,2.00-5.00,Partial Term
 990,2,Law,35221,Law,Part-Time Externship,Lab,not available,unknown,to be determined,Professor Sankaran,2.00-5.00,Partial Term
 990,3,Law,35222,Law,Part-Time Externship,Lab,not available,unknown,to be determined,Professor Sankaran,2.00-5.00,Partial Term
 990,4,Law,35223,Law,Part-Time Externship,Lab,not available,unknown,to be determined,Professor Sankaran,2.00-5.00,Partial Term
 991,1,Law,35230,Law,Part-Time Externship Seminar,Seminar,Tuesday,120-245PM,1070 JEFFRIES,Professor Sankaran,1.00,Partial Term
 992,1,Law,20746,Law,Research: Special Projects,Individual Instruction,not available,unknown,to be determined,not available,1.00-3.00,Partial Term
 992,318,Law,35458,Law,Research: Special Projects,Individual Instruction,not available,unknown,to be determined,Professor Fletcher,1.00-3.00,Partial Term
 992,492,Law,35459,Law,Research: Special Projects,Individual Instruction,not available,unknown,to be determined,Professor Bialek,1.00-3.00,Partial Term
 995,1,Law,22072,Law,PublicSect K-12Educ Externship,Lab,not available,unknown,to be determined,Professor Sankaran,7.00,Partial Term
 997,1,Law,22073,Law,PublicSect K-12Educ Ext Sem,Seminar,not available,unknown,to be determined,Professor Sankaran,4.00,Partial Term
 998,1,Law,22074,Law,PublicSect K-12Educ Ext Pract,Lab,not available,unknown,to be determined,Professor Sankaran,2.00,Partial Term
 999,1,Law,35106,Law,Directed Reading,Individual Instruction,not available,unknown,to be determined,not available,1.00,Partial Term
 103,1,"Literature, Sci, and the Arts",24411,Afroamerican & African Studies,Social Sci Seminar,Seminar,"Tuesday, Thursday",230-4PM,2228 SEB,Professor Stein,3.00,Full Term
 103,3,"Literature, Sci, and the Arts",27044,Afroamerican & African Studies,Social Sci Seminar,Seminar,"Tuesday, Thursday",1130-1PM,G437 MH,Professor Ashforth,3.00,Full Term
 103,7,"Literature, Sci, and the Arts",30438,Afroamerican & African Studies,Social Sci Seminar,Seminar,"Tuesday, Thursday",230-4PM,G040 TISCH,Professor Adunbi,3.00,Full Term
 104,3,"Literature, Sci, and the Arts",27042,Afroamerican & African Studies,Humanities Seminar,Seminar,"Tuesday, Thursday",1130-1PM,2504 NUB,Professor Deese,3.00,Full Term
 104,4,"Literature, Sci, and the Arts",19740,Afroamerican & African Studies,Humanities Seminar,Seminar,"Monday, Wednesday",830-10AM,G023 WQ,Professor Ellsworth,3.00,Full Term
 104,6,"Literature, Sci, and the Arts",34376,Afroamerican & African Studies,Humanities Seminar,Seminar,"Monday, Wednesday",230-4PM,1152 SPH2,Professor Akiding,3.00,Full Term
 115,1,"Literature, Sci, and the Arts",18049,Afroamerican & African Studies,Elementary Swahili I,Recitation,"Monday, Tuesday, Wednesday, Thursday",9-10AM,7603 HH,Professor Mwipopo,4.00,Full Term
 115,2,"Literature, Sci, and the Arts",18517,Afroamerican & African Studies,Elementary Swahili I,Recitation,"Monday, Tuesday, Wednesday, Thursday",2-3PM,5179 AH,Professor Mwipopo,4.00,Full Term
 115,3,"Literature, Sci, and the Arts",34373,Afroamerican & African Studies,Elementary Swahili I,Recitation,"Monday, Wednesday",10-1130AM,3021 EH,Professor Akiding,4.00,Full Term
 125,1,"Literature, Sci, and the Arts",24803,Afroamerican & African Studies,Elem Yoruba I,Recitation,"Monday, Tuesday, Wednesday, Thursday",9-10AM,4199 AH,Professor Ayoola,4.00,Full Term
 125,2,"Literature, Sci, and the Arts",30933,Afroamerican & African Studies,Elem Yoruba I,Recitation,"Monday, Tuesday, Wednesday, Thursday",12-1PM,1507 EQ,Professor Ayoola,4.00,Full Term
 200,2,"Literature, Sci, and the Arts",30567,Afroamerican & African Studies,Int African Studies,Lecture,"Tuesday, Thursday",1-230PM,G040 TISCH,Professor Deese,3.00,Full Term
 202,1,"Literature, Sci, and the Arts",27287,Afroamerican & African Studies,Intro Afr Diasp Stds,Seminar,"Monday, Wednesday",230-4PM,3437 MH,Professor Khan,3.00,Full Term
 215,1,"Literature, Sci, and the Arts",18518,Afroamerican & African Studies,Intermed Swahili I,Recitation,"Tuesday, Thursday",11-1PM,G010 TMC,Professor Mwipopo,4.00,Full Term
 225,1,"Literature, Sci, and the Arts",27211,Afroamerican & African Studies,Interm Yoruba I,Recitation,"Tuesday, Thursday",2-4PM,3304 MLB,Professor Ayoola,4.00,Full Term
 230,1,"Literature, Sci, and the Arts",30621,Afroamerican & African Studies,Af-Am His I,Lecture,"Tuesday, Thursday",1130-1PM,R2310 BUS,Professor Young,3.00,Full Term
 246,1,"Literature, Sci, and the Arts",25374,Afroamerican & African Studies,Africa to 1850,Lecture,"Tuesday, Thursday",10-1130AM,1700 HH,Professor Jimenez,3.00,Full Term
 250,1,"Literature, Sci, and the Arts",10566,Afroamerican & African Studies,"Law,Race&Hst Proc I",Lecture,"Tuesday, Thursday",830-10AM,G010 TMC,Professor Woods,3.00,Full Term
 254,1,"Literature, Sci, and the Arts",30458,Afroamerican & African Studies,History of Hip Hop,Lecture,"Tuesday, Thursday",1-230PM,1400 CHEM,Professor Ward,4.00,Full Term
 254,2,"Literature, Sci, and the Arts",30814,Afroamerican & African Studies,History of Hip Hop,Discussion,Friday,8-9AM,G020 TMC,"Professor Ward, Professor Holland",4.00,Full Term
 254,3,"Literature, Sci, and the Arts",30815,Afroamerican & African Studies,History of Hip Hop,Discussion,Thursday,4-5PM,1185 NQ,"Professor Ward, Professor Holland",4.00,Full Term
 254,4,"Literature, Sci, and the Arts",30816,Afroamerican & African Studies,History of Hip Hop,Discussion,Friday,9-10AM,G020 TMC,"Professor Ward, Professor Barnes",4.00,Full Term
 254,5,"Literature, Sci, and the Arts",30817,Afroamerican & African Studies,History of Hip Hop,Discussion,Thursday,3-4PM,1110 NQ,"Professor Ward, Professor Barnes",4.00,Full Term
 254,6,"Literature, Sci, and the Arts",30818,Afroamerican & African Studies,History of Hip Hop,Discussion,Thursday,4-5PM,3333 MH,"Professor Ward, Professor Barnes",4.00,Full Term
 254,7,"Literature, Sci, and the Arts",30819,Afroamerican & African Studies,History of Hip Hop,Discussion,Thursday,5-6PM,2330 MH,"Professor Ward, Professor Barnes",4.00,Full Term
 254,8,"Literature, Sci, and the Arts",30820,Afroamerican & African Studies,History of Hip Hop,Discussion,Friday,2-3PM,2336 MH,"Professor Ward, Professor Mofrad",4.00,Full Term
 254,9,"Literature, Sci, and the Arts",30821,Afroamerican & African Studies,History of Hip Hop,Discussion,Friday,4-5PM,3347 MH,"Professor Ward, Professor Mofrad",4.00,Full Term
 260,1,"Literature, Sci, and the Arts",28143,Afroamerican & African Studies,African Development,Lecture,"Tuesday, Thursday",4-530PM,1436 MH,Professor Stein,3.00,Full Term
 290,1,"Literature, Sci, and the Arts",31348,Afroamerican & African Studies,Select Blk World Std,Seminar,Tuesday,530-730PM,1359 MH,Professor Doris,2.00,Partial Term
 290,2,"Literature, Sci, and the Arts",31347,Afroamerican & African Studies,Select Blk World Std,Seminar,Tuesday,530-730PM,1359 MH,Professor Doris,2.00,Partial Term
 290,3,"Literature, Sci, and the Arts",20940,Afroamerican & African Studies,Select Blk World Std,Seminar,"Tuesday, Thursday",830-10AM,G020 TMC,Professor Ellsworth,2.00,Partial Term
 290,4,"Literature, Sci, and the Arts",20941,Afroamerican & African Studies,Select Blk World Std,Seminar,"Tuesday, Thursday",830-10AM,G020 TMC,Professor Ellsworth,2.00,Partial Term
 290,7,"Literature, Sci, and the Arts",35111,Afroamerican & African Studies,Select Blk World Std,Seminar,Friday,1-3PM,806 BMT,Professor Smith,2.00,Full Term
 290,8,"Literature, Sci, and the Arts",35112,Afroamerican & African Studies,Select Blk World Std,Seminar,Friday,3-5PM,806 BMT,Professor Smith,2.00,Full Term
 290,9,"Literature, Sci, and the Arts",38064,Afroamerican & African Studies,Select Blk World Std,Seminar,Monday,2-4PM,R2310 BUS,Professor Ekotto,2.00,Partial Term
 303,1,"Literature, Sci, and the Arts",33372,Afroamerican & African Studies,Race&Ethnicity,Lecture,"Monday, Wednesday",230-4PM,3330 MH,Professor Lacy,4.00,Full Term
 303,2,"Literature, Sci, and the Arts",33875,Afroamerican & African Studies,Race&Ethnicity,Discussion,Monday,11-12PM,4128 LSA,not available,4.00,Full Term
 303,3,"Literature, Sci, and the Arts",33876,Afroamerican & African Studies,Race&Ethnicity,Discussion,Monday,12-1PM,4128 LSA,not available,4.00,Full Term
 304,1,"Literature, Sci, and the Arts",25295,Afroamerican & African Studies,Gender&Immigr,Seminar,"Tuesday, Thursday",4-530PM,3347 MH,Professor Fadlalla,3.00,Full Term
 309,1,"Literature, Sci, and the Arts",25619,Afroamerican & African Studies,Glbl Hlth in Africa,Seminar,"Tuesday, Thursday",230-4PM,1401 MH,Professor Ashforth,3.00,Full Term
 321,1,"Literature, Sci, and the Arts",35008,Afroamerican & African Studies,Blk Soc Thot,Lecture,"Monday, Wednesday",1-230PM,3330 MH,Professor Dotson,3.00,Full Term
 322,1,"Literature, Sci, and the Arts",24400,Afroamerican & African Studies,Intro Env Politics,Lecture,"Tuesday, Thursday",1130-1PM,1400 CHEM,Professor Adunbi,4.00,Full Term
 322,2,"Literature, Sci, and the Arts",24459,Afroamerican & African Studies,Intro Env Politics,Discussion,Monday,10-11AM,1436 MH,Professor Jankowski,4.00,Full Term
 322,3,"Literature, Sci, and the Arts",24460,Afroamerican & African Studies,Intro Env Politics,Discussion,Monday,11-12PM,2448 MH,Professor Jankowski,4.00,Full Term
 322,4,"Literature, Sci, and the Arts",24461,Afroamerican & African Studies,Intro Env Politics,Discussion,Monday,10-11AM,2011 MLB,Professor Pam,4.00,Full Term
 322,5,"Literature, Sci, and the Arts",24462,Afroamerican & African Studies,Intro Env Politics,Discussion,Monday,11-12PM,2330 MH,Professor Pam,4.00,Full Term
 322,6,"Literature, Sci, and the Arts",31345,Afroamerican & African Studies,Intro Env Politics,Discussion,Monday,10-11AM,3437 MH,Professor Canepa,4.00,Full Term
 322,7,"Literature, Sci, and the Arts",31346,Afroamerican & African Studies,Intro Env Politics,Discussion,Monday,11-12PM,2407 MH,Professor Canepa,4.00,Full Term
 322,8,"Literature, Sci, and the Arts",34366,Afroamerican & African Studies,Intro Env Politics,Discussion,Monday,10-11AM,3242 LSA,"Professor Okunade, Professor Adunbi",4.00,Full Term
 322,9,"Literature, Sci, and the Arts",34367,Afroamerican & African Studies,Intro Env Politics,Discussion,Monday,11-12PM,3242 LSA,"Professor Okunade, Professor Adunbi",4.00,Full Term
 338,1,"Literature, Sci, and the Arts",34288,Afroamerican & African Studies,Lit Afro Cul,Lecture,"Monday, Wednesday",10-1130AM,G160 AH,Professor Sweeney,3.00,Full Term
 357,1,"Literature, Sci, and the Arts",30477,Afroamerican & African Studies,Environ Afr Dvlpmt,Seminar,"Monday, Wednesday",230-4PM,3333 MH,Professor Klein,3.00,Full Term
 358,7,"Literature, Sci, and the Arts",30874,Afroamerican & African Studies,Black World Studies,Seminar,"Monday, Wednesday",230-4PM,2469 MH,Professor Bharat,3.00,Full Term
 358,13,"Literature, Sci, and the Arts",35182,Afroamerican & African Studies,Black World Studies,Seminar,Wednesday,10-1PM,to be determined,"Professor Jordan, Professor Regester",3.00,Full Term
 358,14,"Literature, Sci, and the Arts",35183,Afroamerican & African Studies,Black World Studies,Seminar,Wednesday,2-5PM,to be determined,Professor Ward,3.00,Full Term
 358,15,"Literature, Sci, and the Arts",35670,Afroamerican & African Studies,Black World Studies,Seminar,"Tuesday, Thursday",230-4PM,to be determined,Professor Cohen,3.00,Full Term
 358,16,"Literature, Sci, and the Arts",35866,Afroamerican & African Studies,Black World Studies,Seminar,"Tuesday, Thursday",1-230PM,2306 MH,Professor Jimenez,3.00,Full Term
 358,18,"Literature, Sci, and the Arts",38479,Afroamerican & African Studies,Black World Studies,Seminar,"Monday, Wednesday",4-530PM,DANCE STUDIO 1,Professor Roseborough,3.00,Full Term
 363,1,"Literature, Sci, and the Arts",34492,Afroamerican & African Studies,Pol InternationalAid,Lecture,"Tuesday, Thursday",230-4PM,3460 CCCB,Professor Davis,4.00,Full Term
 363,2,"Literature, Sci, and the Arts",34494,Afroamerican & African Studies,Pol InternationalAid,Discussion,Thursday,9-10AM,G115 AH,not available,4.00,Full Term
 363,3,"Literature, Sci, and the Arts",34496,Afroamerican & African Studies,Pol InternationalAid,Discussion,Thursday,10-11AM,2011 MLB,not available,4.00,Full Term
 363,4,"Literature, Sci, and the Arts",34498,Afroamerican & African Studies,Pol InternationalAid,Discussion,Thursday,12-1PM,4128 LSA,not available,4.00,Full Term
 365,1,"Literature, Sci, and the Arts",33379,Afroamerican & African Studies,Gender Global Health,Seminar,"Tuesday, Thursday",1-230PM,3254 LSA,Professor Fadlalla,3.00,Full Term
 366,1,"Literature, Sci, and the Arts",34565,Afroamerican & African Studies,Music of Africa,Lecture,"Monday, Wednesday",1-230PM,1300 CHEM,"Professor Askew, Professor Lwanga",3.00,Full Term
 384,1,"Literature, Sci, and the Arts",34266,Afroamerican & African Studies,Caribbean Lit,Lecture,"Tuesday, Thursday",1-230PM,3437 MH,Professor Nair,3.00,Full Term
 410,70,"Literature, Sci, and the Arts",37624,Afroamerican & African Studies,Supervised Research,Individual Instruction,not available,unknown,to be determined,Professor Ayoola,1.00-6.00,Full Term
 421,1,"Literature, Sci, and the Arts",28149,Afroamerican & African Studies,Afdiaspora Religions,Lecture,"Monday, Wednesday",10-1130AM,G020 TMC,Professor Johnson,3.00,Full Term
 438,1,"Literature, Sci, and the Arts",33245,Afroamerican & African Studies,Black Intimacies,Seminar,"Tuesday, Thursday",230-4PM,2114 MLB,Professor Jones,3.00,Full Term
 441,1,"Literature, Sci, and the Arts",34558,Afroamerican & African Studies,Pol Violence Africa,Seminar,"Tuesday, Thursday",10-1130AM,G020 TMC,Professor Davis,3.00,Full Term
 458,7,"Literature, Sci, and the Arts",36850,Afroamerican & African Studies,Black World Issues,Seminar,Wednesday,2-5PM,B101 MLB,Professor Emberling,3.00,Full Term
 495,1,"Literature, Sci, and the Arts",35669,Afroamerican & African Studies,Senior Seminar,Seminar,"Monday, Wednesday",1-230PM,2175 NQ,Professor Klein,4.00,Full Term
 498,6,"Literature, Sci, and the Arts",34829,Afroamerican & African Studies,DAAS In Action,Seminar,"Tuesday, Thursday",1-230PM,1401 MH,Professor Zaborowska,3.00,Full Term
 515,1,"Literature, Sci, and the Arts",23859,Afroamerican & African Studies,Elementary Swahili I,Recitation,"Monday, Tuesday, Wednesday, Thursday",9-10AM,7603 HH,Professor Mwipopo,4.00,Full Term
 515,2,"Literature, Sci, and the Arts",23860,Afroamerican & African Studies,Elementary Swahili I,Recitation,"Monday, Tuesday, Wednesday, Thursday",2-3PM,5179 AH,Professor Mwipopo,4.00,Full Term
 517,1,"Literature, Sci, and the Arts",25961,Afroamerican & African Studies,Elem African Lang I,Recitation,"Monday, Tuesday, Wednesday, Thursday",9-10AM,4199 AH,Professor Ayoola,4.00,Full Term
 517,2,"Literature, Sci, and the Arts",31376,Afroamerican & African Studies,Elem African Lang I,Recitation,"Monday, Tuesday, Wednesday, Thursday",12-1PM,1507 EQ,Professor Ayoola,4.00,Full Term
 525,1,"Literature, Sci, and the Arts",20295,Afroamerican & African Studies,Intermediate Swahili I,Recitation,"Tuesday, Thursday",11-1PM,G010 TMC,Professor Mwipopo,4.00,Full Term
 525,2,"Literature, Sci, and the Arts",31967,Afroamerican & African Studies,Intermediate Swahili I,Recitation,"Tuesday, Thursday",2-4PM,2401 MH,Professor Akiding,4.00,Full Term
 558,1,"Literature, Sci, and the Arts",35999,Afroamerican & African Studies,Black World Seminar,Seminar,Monday,10-1PM,1804 SSWB,Professor Thompson,3.00,Full Term
 600,2,"Literature, Sci, and the Arts",30490,Afroamerican & African Studies,Prosem Afr Stds,Seminar,Tuesday,6-9PM,G026 TISCH,Professor Murray,3.00,Full Term
 601,1,"Literature, Sci, and the Arts",28150,Afroamerican & African Studies,Prosem Afr-Am Stds,Seminar,Wednesday,1-4PM,G020 SPH2,Professor Partridge,3.00,Full Term
 625,1,"Literature, Sci, and the Arts",27377,Afroamerican & African Studies,Interm Yoruba I,Recitation,"Tuesday, Thursday",2-4PM,3304 MLB,Professor Ayoola,4.00,Full Term
 629,1,"Literature, Sci, and the Arts",35107,Afroamerican & African Studies,Stdy Afr Hist,Recitation,Thursday,1-4PM,4211 AH,Professor Peterson,3.00,Full Term
 215,1,"Literature, Sci, and the Arts",20925,Arab and Muslim American Studies,Intro Arab-Amer Std,Lecture,"Tuesday, Thursday",1-230PM,1202 SEB,Professor Cable,4.00,Full Term
 215,2,"Literature, Sci, and the Arts",20927,Arab and Muslim American Studies,Intro Arab-Amer Std,Discussion,Thursday,3-4PM,1303 MH,not available,4.00,Full Term
 215,3,"Literature, Sci, and the Arts",20929,Arab and Muslim American Studies,Intro Arab-Amer Std,Discussion,Thursday,4-5PM,2228 SEB,not available,4.00,Full Term
 215,4,"Literature, Sci, and the Arts",20931,Arab and Muslim American Studies,Intro Arab-Amer Std,Discussion,Thursday,5-6PM,3437 MH,not available,4.00,Full Term
 215,5,"Literature, Sci, and the Arts",26546,Arab and Muslim American Studies,Intro Arab-Amer Std,Discussion,Friday,11-12PM,2175 NQ,not available,4.00,Full Term
 215,6,"Literature, Sci, and the Arts",26548,Arab and Muslim American Studies,Intro Arab-Amer Std,Discussion,Friday,12-1PM,1508 EQ,not available,4.00,Full Term
 215,7,"Literature, Sci, and the Arts",26550,Arab and Muslim American Studies,Intro Arab-Amer Std,Discussion,Friday,2-3PM,2155 NQ,not available,4.00,Full Term
 301,2,"Literature, Sci, and the Arts",31655,Arab and Muslim American Studies,Topics in Arab Amer,Lecture,"Monday, Wednesday",230-4PM,1423 EQ,Professor Crasnow,3.00-4.00,Full Term
 310,1,"Literature, Sci, and the Arts",35009,Arab and Muslim American Studies,Arab Amer Studies/SS,Lecture,"Monday, Wednesday",230-4PM,3463 MH,Professor Kawar,3.00,Full Term
 389,1,"Literature, Sci, and the Arts",25054,Arab and Muslim American Studies,Reading Arab Amer,Individual Instruction,not available,unknown,to be determined,not available,1.00-4.00,Full Term
 390,1,"Literature, Sci, and the Arts",18434,Arab and Muslim American Studies,AMAS Internship,Individual Instruction,not available,unknown,to be determined,not available,1.00-4.00,Full Term
 102,1,"Literature, Sci, and the Arts",33874,American Culture,First Year Sem,Seminar,"Tuesday, Thursday",4-530PM,G634 HH,Professor Meyer,3.00,Full Term
 103,1,"Literature, Sci, and the Arts",25111,American Culture,1st Yr Sem Am Stdy,Seminar,"Tuesday, Thursday",10-1130AM,2462 MH,Professor Hass,3.00,Full Term
 103,2,"Literature, Sci, and the Arts",31745,American Culture,1st Yr Sem Am Stdy,Seminar,"Monday, Wednesday",1130-1PM,G449 MH,Professor Awartani,3.00,Full Term
 103,3,"Literature, Sci, and the Arts",32021,American Culture,1st Yr Sem Am Stdy,Seminar,"Monday, Wednesday",230-4PM,G311 DENT,Professor Purkiss,3.00,Full Term
 103,4,"Literature, Sci, and the Arts",32028,American Culture,1st Yr Sem Am Stdy,Seminar,"Tuesday, Thursday",230-4PM,2346 SEB,Professor Adhikari,3.00,Full Term
 202,1,"Literature, Sci, and the Arts",34393,American Culture,Digital Culture,Lecture,"Monday, Wednesday",1-230PM,AUD C AH,Professor Bushner,4.00,Full Term
 202,2,"Literature, Sci, and the Arts",34395,American Culture,Digital Culture,Discussion,Friday,12-1PM,G160 AH,not available,4.00,Full Term
 202,3,"Literature, Sci, and the Arts",34396,American Culture,Digital Culture,Discussion,Friday,1-2PM,3437 MH,not available,4.00,Full Term
 202,4,"Literature, Sci, and the Arts",34397,American Culture,Digital Culture,Discussion,Friday,2-3PM,2407 MH,not available,4.00,Full Term
 202,5,"Literature, Sci, and the Arts",34398,American Culture,Digital Culture,Discussion,Friday,3-4PM,2271 AH,not available,4.00,Full Term
 202,6,"Literature, Sci, and the Arts",34400,American Culture,Digital Culture,Discussion,Friday,4-5PM,2271 AH,not available,4.00,Full Term
 204,1,"Literature, Sci, and the Arts",26551,American Culture,Themes Amer Culture,Lecture,"Monday, Wednesday",230-4PM,G040 TISCH,Professor Larson,3.00,Full Term
 204,3,"Literature, Sci, and the Arts",34241,American Culture,Themes Amer Culture,Lecture,"Monday, Wednesday",1130-1PM,B3580 BUS,Professor Abdul Khabeer,3.00,Full Term
 204,6,"Literature, Sci, and the Arts",36793,American Culture,Themes Amer Culture,Lecture,"Monday, Wednesday",10-1130AM,1469 MH,Professor Nagy,3.00,Full Term
 204,7,"Literature, Sci, and the Arts",36795,American Culture,Themes Amer Culture,Lecture,"Monday, Wednesday",1130-1PM,1449 MH,Professor Yergeau,3.00,Full Term
 205,1,"Literature, Sci, and the Arts",25177,American Culture,Amer Cultures,Lecture,"Tuesday, Thursday",1-230PM,1060 BSB-TBL,Professor Mallette,3.00-4.00,Full Term
 205,2,"Literature, Sci, and the Arts",25178,American Culture,Amer Cultures,Discussion,Friday,10-11AM,2336 MH,Professor Holterman,3.00-4.00,Full Term
 205,3,"Literature, Sci, and the Arts",25179,American Culture,Amer Cultures,Discussion,Friday,12-1PM,B124 MLB,Professor Holterman,3.00-4.00,Full Term
 205,4,"Literature, Sci, and the Arts",25180,American Culture,Amer Cultures,Discussion,Friday,1-2PM,B124 MLB,Professor Holterman,3.00-4.00,Full Term
 213,1,"Literature, Sci, and the Arts",24232,American Culture,Intro Latina/o Study,Lecture,"Tuesday, Thursday",230-4PM,1200 CHEM,Professor La Fountain-Stokes,4.00,Full Term
 213,2,"Literature, Sci, and the Arts",24283,American Culture,Intro Latina/o Study,Discussion,Friday,10-11AM,2175 NQ,not available,4.00,Full Term
 213,3,"Literature, Sci, and the Arts",24284,American Culture,Intro Latina/o Study,Discussion,Friday,11-12PM,4088 EH,not available,4.00,Full Term
 213,4,"Literature, Sci, and the Arts",24285,American Culture,Intro Latina/o Study,Discussion,Friday,12-1PM,1507 EQ,not available,4.00,Full Term
 214,1,"Literature, Sci, and the Arts",24233,American Culture,Asian/Pacif Amer St,Lecture,"Tuesday, Thursday",4-530PM,AUD B AH,Professor Park,4.00,Full Term
 214,2,"Literature, Sci, and the Arts",25181,American Culture,Asian/Pacif Amer St,Discussion,Friday,9-10AM,171 LORCH,not available,4.00,Full Term
 214,3,"Literature, Sci, and the Arts",25182,American Culture,Asian/Pacif Amer St,Discussion,Friday,10-11AM,B834 EQ,not available,4.00,Full Term
 214,4,"Literature, Sci, and the Arts",25183,American Culture,Asian/Pacif Amer St,Discussion,Friday,11-12PM,1508 EQ,not available,4.00,Full Term
 214,5,"Literature, Sci, and the Arts",26536,American Culture,Asian/Pacif Amer St,Discussion,Friday,12-1PM,1511 EQ,not available,4.00,Full Term
 214,6,"Literature, Sci, and the Arts",26537,American Culture,Asian/Pacif Amer St,Discussion,Friday,2-3PM,4088 EH,not available,4.00,Full Term
 214,7,"Literature, Sci, and the Arts",26538,American Culture,Asian/Pacif Amer St,Discussion,Friday,3-4PM,G144 AH,not available,4.00,Full Term
 215,1,"Literature, Sci, and the Arts",18321,American Culture,Intro Arab-Amer Std,Lecture,"Tuesday, Thursday",1-230PM,1202 SEB,Professor Cable,4.00,Full Term
 215,2,"Literature, Sci, and the Arts",18686,American Culture,Intro Arab-Amer Std,Discussion,Thursday,3-4PM,1303 MH,not available,4.00,Full Term
 215,3,"Literature, Sci, and the Arts",18687,American Culture,Intro Arab-Amer Std,Discussion,Thursday,4-5PM,2228 SEB,not available,4.00,Full Term
 215,4,"Literature, Sci, and the Arts",19367,American Culture,Intro Arab-Amer Std,Discussion,Thursday,5-6PM,3437 MH,not available,4.00,Full Term
 215,5,"Literature, Sci, and the Arts",26539,American Culture,Intro Arab-Amer Std,Discussion,Friday,11-12PM,2175 NQ,not available,4.00,Full Term
 215,6,"Literature, Sci, and the Arts",26540,American Culture,Intro Arab-Amer Std,Discussion,Friday,12-1PM,1508 EQ,not available,4.00,Full Term
 215,7,"Literature, Sci, and the Arts",26541,American Culture,Intro Arab-Amer Std,Discussion,Friday,2-3PM,2155 NQ,not available,4.00,Full Term
 217,1,"Literature, Sci, and the Arts",34260,American Culture,Intr Nat Amer Stds,Lecture,"Tuesday, Thursday",830-10AM,G040 TISCH,Professor Hughes,3.00,Full Term
 222,1,"Literature, Sci, and the Arts",22405,American Culture,Elementary Ojibwe I,Recitation,"Tuesday, Thursday",1-230PM,G228 AH,"Professor Pitawanakwat, Professor Gonyon",3.00,Full Term
 224,1,"Literature, Sci, and the Arts",28562,American Culture,Span Herit Lang,Recitation,"Monday, Wednesday, Friday",12-1PM,G228 AH,Professor Calixto,3.00,Full Term
 240,1,"Literature, Sci, and the Arts",10567,American Culture,Int Womn Gndr Stdy,Lecture,"Monday, Wednesday",2-3PM,AUD A AH,Professor Stitt,4.00,Full Term
 240,2,"Literature, Sci, and the Arts",10568,American Culture,Int Womn Gndr Stdy,Discussion,Wednesday,4-6PM,2469 MH,not available,4.00,Full Term
